yo,en
Ọmọ ẹgbẹ́ márùn-ún ló kó jáde lẹ́yìn ọdún mẹ́rin,Five members left after four years
Kí ló ń fa ikú tí àwọn màálù ń kú látijọ́ kí òògùn tó dé?,What causes the death of cows before the arrival of medicine?
Àwọn èèyàn-an gúúsù ilẹ̀ yìí ń fi ọ̀rọ̀ ránṣẹ́ padà sí olórí alátakò,The people of the south of this land are sending messages back to the opposition leader
Ààrẹ ti sọ̀rọ̀ sókè nípa wàhálà orílẹ̀ èdè e wa tó fẹ́rẹ̀ gbẹ̀mí ẹ̀,The president has spoken out about the crisis in our country that almost killed him.
Gómìnà ìpínlẹ̀ Ọ̀ṣun tẹ́lẹ̀ ti sọ́rọ́ nípa nǹkan ìní i rẹ̀ tí wọ́n gbẹ́sẹ̀ lé,The governor of Osun state has already spoken about his property that was targeted
Ilé ìwé wa rèé tí kò ní àga tàbí olùkọ́ àti ohun èèlò ìkẹ́kọ̀ọ́,Our school does not have chairs or teachers and study materials
Wo ohun mẹ́wàá tí mo ṣe láti dènà ewu ojú u pópónà.,See the ten things I did to prevent road traffic accidents.
Bíọ́lá Fowóṣeré ti gba kámú lẹ́yìn tí Adémọ́lá gba ọkọ ẹ̀,Béola Fowosere was upset after Adémola took her husband
"Lẹ́yìn ọ̀pọ̀ ìgbà tí wọn ń já ṣọ́ọ̀bù rẹ̀, a gbá ògbólògbó olè náà mú","After robbing his shop several times, the old thief was caught"
Ọwọ́ ọ pálábá àwọn afurasí agbéwiri yìí ségi ní Ìbàdàn,The hands of the suspects of this conspiracy are still in Ibadan
Amòfin Gàní Fáwẹ̀hìnmi ń bi Lèmọ́mù pé ẹ̀sún wo ló tún wà nílẹ̀.,Lawyer Gani Fawheinmi is asking Lemmum what charges are still pending.
Làásìgbò bẹ́ sílẹ̀ lẹ́bàá Ògbómọ̀ṣọ́ nítorí i màálù tó pa bàbá oníkòkó,Lasigbo filed a complaint with the Ogbomoso because of the bull that killed the father of the farmer
Yorùbá Ronú lorúkọ eré tí Ògúǹdé kọ láyé ọjọ́sí.,Yoruba Ronú is the name of a play written by Ogunde in his early days.
"Wo eré, ijó, àti orin tó ń kọ́ wa lẹ́kọ̀ọ́ nípa ayé Awólọ́wọ̀","Watch the drama, dance, and music that teach us about the world of Awololof"
Àrá sań pa àwọn èèyan mẹ́rin nínú ìdílé kan ṣoṣo ní Adó.,Brothers killed four people in a single family in Ado.
Bùhárí ń bèèrè fún àforíjìn gbèsè tí a jẹ lọ́dọ̀ àjọ àgbáyé,Buhari asks for debt forgiveness from international organizations
Òntàjà góòlù wo ló fẹ́ bá mi ṣe òwò papọ̀ ní Agbeni àti Yemẹtu,Which gold dealer wants to do business with me in Agbeni and Yemeutu?
Àkànbí sọ pé Ayọ̀déjì ra góòlù àwìn tó wọ̀ lọ́jọ́ ìbí i rẹ̀ láì sanwó pé,Akanbi said that Ayodeji bought the gold he borrowed on his birthday without paying that
Ìwé òyinbó kan ti padà di Akinọlá àti Àríkẹ́ ní èdè e Yorùbá,A book of oyinbó has become Akinola and Arikek in the Yoruba language
Ọwọ́ ọlọ́pàá ti tẹ ọkùnrin tó so onígbèsè e rẹ̀ mọ́lẹ̀ pẹ̀lú okùn,The police hand pressed the man who tied his debtor with a rope
Ṣé ó yẹ kí obìnrin àti ọkùnrin máa fi ọ̀sẹ̀ fọ ojú u wọn nínú òjò,Should women and men wash their eyes every week in the rain
Babájídé ní ìpàdé àwọn gómìnà kò ní kí ààrẹ má wá láti Ilé Ifẹ̀,Babajidè at the meeting of the governors did not ask the president not to come from Ile Ife
Eré kan wà tí wọn ń pè ní Kòtò Ọ̀run lóri ẹ̀rọ amóhùnmáwòrán,There is a game called Kotto Orun on the television
Àgùnbánirọ̀ ti sọ́jà da omi ìdọ̀tí lé lórí sọ pé òun ò ní gbà,Agunbaniro has tried to pour dirty water on him saying that he will not accept it
Ó ṣeéṣe kí àwọn ẹlòmíràn gba ètò ìdìbò lọ́wọ́ ìjọba,It is possible that others will take over the election process from the government
Kíni èèyàn lè jẹ tí ebi bá pa á lálẹ́?,What can a person eat if he is hungry at night?
Wọ́n fi ojú akẹgbẹ́ ẹ wọn gbolẹ̀ ní ìlú Adó pẹ̀lú u góòlù kan sódo,They left the city of Ado with a piece of gold
Ajá méjì ni wọ́n fi tọrẹ fún Ògún ní ìlú Abẹ́òkuta,Two dogs were donated to Ógûn in the city of Abeokuta
Ìyà tún gbé Adéwálé ṣánlẹ̀ nígbà tí bàbá rẹ̀ kú.,Adéwale's mother also left him alone when his father died.
Mọ́délé àti Bàbá a Túnjí ti sọ̀rọ̀ sókè lórí ìròyìn tó ṣẹ̀ṣẹ̀ jáde,Model and Dad Tunji have spoken out on the news that has just come out
Àhesọ ọ̀rọ̀ ni pé Adé àti Mojí ń fẹ́ ara wọn,Rumor has it that Adé and Moji are dating each other
Kí ló fàá tí agbẹjọ́rò méjì fí ń fi ẹsẹ yọ eyin ará wọ́n níwájú adájọ?,What is the reason why two lawyers are kicking each other's teeth in front of the judge?
Bọ́lá Tinúbú ní òun dúpẹ́ pé ó padà délé láyọ̀ láti ìrìn àjò,Bola Tinubu said he was thankful that he returned home happily from the trip
Ọlọ́paàá kan ní Èkìtì ní akẹ́kọ̀ọ́ ọ fásitì ni òun.,He is a police officer in Ekiti and a university student.
Ajá kan gé Bádéjọ jẹ ní kórópọ̀n kó tó kúrò nílé ìwòsàn,Bádéj was bitten in the body by a dog before he left the hospital
Jẹ́wọ́ ẹ̀ṣẹ̀ rẹ níwájú ọlọ́run àti àlùfáà kí o baà le ní ìdáríjì,Confess your sins before God and the priest so that you can be forgiven
Ààmi ayò mẹ́ta sí méjì ni mo fi na àwọn tó yájú sí mi,I gave three points to those who were ahead of me
Adéníyì ti kéde ètò ìsìnkú ìyàwó o rẹ̀ tó kú ní ìjẹrin,Adeniyi has announced the burial plan of his wife who died in April
Adégẹyè sọ pé ańgẹ́lì òun ni ẹni tó kú yìí,Adégéyè said that this dead person was his angel
Mo ti jáde nilé e Bájọwà nítorípé ẹ̀fọn ń jẹ mí púpọ̀ níbẹ̀.,I have gone out of Bajwawa's house because mosquitoes are biting me a lot there.
Afẹ́nifẹ́re àti Ìlànà Ọmọ Odùduwà fèsì sọ́rọ̀ tí Aláàfin sọ,Afenifere and Ilana Omom Oduduwa responded to what Aláafin said
Àwọn ọ̀rọ̀ wo ni wọ́n ń sọ nípa pínpín Nàìjíríà sí yẹ́lẹyẹ̀lẹ,What are they saying about the division of Nigeria?
Arígbábuwó àti àwọn amúgbalẹ́gbẹ̀ẹ́ ẹ̀ ti wà láhàmọ́ ìjọba.,Arbigubuwo and his allies are in the hands of the government.
Wo dẹndẹ ìyà tó ń bẹ fún ẹni tó bá fa irungbọ̀n ẹ̀ ní ìlú oní sẹ̀ríà,Look at the punishment for someone who pulls his beard in a city with seria
Àwọn agbénipa náà ni wọ́n ba gbogbo ẹ̀rọ ìbánisọ̀rọ̀ jẹ́,The bandits destroyed all the communication devices
"Nígbà tí mo ṣì jẹ́ ọmọ ọkùnrin, ẹnu mi máa ń gbẹ","When I was still a boy, my mouth was always dry"
"Ní àsìkò tí mo wí yìí, kò sí ẹni tó máa ń fẹ́ wojú mi","At the time I said this, no one wanted to look at me"
Tinúbú lọ sí ìlú ọba láti ṣe iṣẹ́ abẹ fún ààrùn ẹ̀,Tinubu went to the king's city to have surgery for his illness
A lọ ṣe àbẹ̀wò fún bàbá wa nílùú òyìnbó nítorí ìbò,We went to visit our father in the city of Obibo because of the election
"Ìyàwó ọlọ́pàá Ògùn kan ti di àwátì, wọ́n ń wáa báyìí","The wife of a drug police officer has become a woman, they are now looking for her"
Àwọn olùbágbélé e Túndé fẹ́ gbé ilé iṣẹ́ ọlọ́pàá lọ sílé ẹjọ́,The landlords of Tünde want to take the police station to court
Àgùnbánirọ̀ sọ pé omi àti iyẹ̀pẹ̀ ni sọ́jà fi bá òun jà,Agunbaniro said that he fought with water and dust
Bàbá olójú kan ni mo gbé ọjà mi fún lálẹ́ ọjọ́ yẹn,One-eyed father I took my shopping for that night
Inú àwọn ará ìlú kò dùn sí ìwọ́dé tí àwọn ọmọdé yẹn ṣe,The people of the city were not happy with the actions of those children
Ẹgbẹ́ ọmọ Odùduwà ní Alága ti fètò ìdájọ́ sí ọjọ́ ọ Sátidé,Oduduwa's group in Alaga has decided to judge on Saturday
Gbogbo wa la ń tẹ̀lé òfin lábẹ́ ìjọba alágbádá òde òní,We all follow the law under modern civil government
Àìsàn tí kò gbóògun ló pa Fẹlá Aníkúlápó Kútì,Fela Aníkulápó Kúti was killed by an incurable disease
Bùhárí ti ṣe ìfilọ́lẹ̀ ìwé nípa ẹ̀wa ọmọ adúláwọ̀ lọ́jọ́ òmìnira,Buhari has launched a book on the beauty of the president's son on Independence Day
Ẹni tó bá ní káàdì ìdìbò lọ́wọ́ nìkan la máa gbà wọlé,Only the person who has the voting card in hand will be allowed to enter
Títí di ìparí oṣù kẹwàá ni a ó gba ìwé àṣẹ ìwakọ̀,Until the end of October we will get the driver's license
Adéshínà sọ pé ilé ẹjọ́ nìkan lo ní àṣẹ láti dájọ́ ikú,Adéshina said that only the court has the authority to sentence to death
Èmi kọ́ lẹni tó ń gbé àwọ̀ ọ Fẹ́mi Adéṣínà wọ̀,I don't know who wears the colors of Femi Adesina
Wọ́n ti rán Adéṣọlá lọ sí ẹ̀wọ̀n ọdún méjìlélọ́gbọ̀n,Adéşola was sent to prison for 22 years
Bàbá Adé tùn ti pàdánù ẹ̀mí àti dúkìá nínú ìjàm̀bá,The Crown Prince also lost his life and property in the accident
Bùhárí fún ọmọ Nàìjíríà lẹ́bùn owó àti aṣọ púpọ̀,Buhari gifted Nigerians with lots of money and clothes
"Ayẹyẹ òmìnira ti bẹ̀rẹ̀ ní àná, mo sì ti ra aṣọ ayẹyẹ mi.","Independence Day started yesterday, and I bought my party dress."
Mo ti jẹ gbèsè púpọ̀ lórí ìrẹsì tí mo gbé kúró lórí i tábìlì,I owe a lot on the rice I left on the table
Ta ló lè sọ nípa àwọn tó ń ti Ìgbòho lẹ́yìn na?,Who can say about the people behind Igbho?
"Túndé ti dé, àmọ kò sọ fún mi nípa àwọn alátìlẹ́yìn ẹ̀.","Tunde has arrived, but he did not tell me about his supporters."
Adéṣínà ló ti ilé ẹ̀kọ́ ọ fásitì Ifẹ̀ pa lórí akẹ́kọ̀ọ́ tó gbẹ́mì mì,Adesina who killed the student who drowned in Ife university
Ní ilé ìwòsàn-an fásitì Ìbàdàn ni Adéjọkẹ́ ti bí àwọn ìbejì ẹ̀.,Adéjoke gave birth to her twins at the Ibadan university hospital.
"Awóyalé ti faraya lórí àwọn tó ń pè fún àjọyọ̀ ọ rẹ̀ tí wọn kò wá,","Awoyale is angry with those who call for his feast who do not come,"
Oyèkọ́lá sọ pé òun màá tún ìjà jà pẹ̀lú Adéwálé,Oyekola said that he will fight again with Adéwale
Olúwalónií ni ọ̀rẹ́ mi àtàtà tí mo fẹ́ràn jùlọ láyé mi.,Lord today is my best friend that I love the most in my life.
Kí ló mú kí ilé iṣẹ́ Ọlọ́pàá já ìwé fún Adékúnlé àti Bádéjọ?,What made the Police office open the book for Adékunle and Badéj?
Àwọn ọlọ́pàá tó wà ní ilé ìwòsàn ti wà níbẹ̀ fún oṣù mẹ́sàán,The police in the hospital have been there for nine months
Ọbásanjọ́ ti sọ nǹkan tí òun ní láti ṣe láti tún di ààrẹ,Obasanjo has said what he has to do to become president again
Kíni mo ní láti ṣe láti pèsè iṣẹ́ fún àwọn ọ̀dọ́ tó ń wá iṣẹ́ ṣe?,What do I have to do to provide employment for young job seekers?
Kò yẹ kí àwọn ọmọ ẹgbẹ́ ẹ wa máa bẹnu àtẹ lu Bùhárí mọ́,Our members should not criticize Buhari anymore
"Kokoko lara mí le, Mo kàn ń gbà ìtọ́jú nílé ìwòsàn ni","I'm sorry, I'm just getting treatment at the hospital"
Tinúbú ti ṣàlàyé ìdí tí òun fi wá sí ìlú òyìnbó láti wá gba ìtọ́jú.,Tinubu has explained why he came to the city of Oibbo to seek treatment.
Báyìí ni mo ṣe ná owó tí wọ́n fún mi ni ọdún tó kọjá,This is how I spent the money they gave me last year
Oúnjẹ kìí máa ń wù mí jẹ nígbà tí mo bá wà nínú oyún.,I don't like food when I am pregnant.
Yọ̀mí Fábíyìí ti tutọ́ sókè fojú gbàá lórí ọ̀rọ̀ onimọ̀ àyẹ̀wò ìjọba,Yommi Fabiyi has spit on the face of the government inspector
Adájọ́ ti pè wá láti jẹ́rìí sí ìgbẹ́jọ́ ọ Bàbá Ìjẹ̀shà ní ọ̀túnla.,The judge has called us to testify at the trial of Father Ijesha in the eleventh.
Ta ló fẹ́ bá wa dá oko ẹ̀gẹ́ àti àgbàdo tí a ṣẹ̀ṣẹ̀ ro.,Who wants to join us in creating the banana and corn farm that we just thought of.
Kíni àwọn nkán ìbílẹ̀ tí àwọn obìnrin òde òní fi n ṣe ifètòsọ́mọbíbí?,What are the traditional reasons why today's women do abortion?
"Ojú u Bọ́láńlé rèé, òun ni afurasí adigunjalè tí a sọ̀rọ̀ nípa ẹ̀","Bolanle's face, he is the suspected robber we talked about"
Bọ́láńlé àti àwọn akẹgbẹ́ ẹ rẹ̀ ní àwọn kò bẹrù ará àdúgbò kankan.,Bolanle and his companions are not afraid of any local people.
Ohun méta rèé tó máa ń fa kí orí máa fọ́ ènìyàn,These are the three things that cause a person to have a headache
Àwọn ọmọ Yorùbá wo ló darapọ̀ mọ́ wa látí tako ìjọba ológun?,Which Yoruba people joined us to oppose the military government?
"Gbogbo ẹ̀yin tí ẹ bá ní dọ́là nínú àpò o yín ní orílẹ̀ èdè, ẹ lọ ná wọn.","All of you who have dollars in your pockets abroad, go and spend them."
Oṣù kejì nínú ọdún tó n bọ̀ ni mo fẹ́ gba ìyàwó mi kejì,I want to marry my second wife in the second month of next year
Àwọn ìpínlẹ̀ ìwọ̀ oòrùn ti darapọ̀ mọ́ ìgbẹ́jọ́ nílé ẹjọ́ gíga,Western states have joined the high court proceedings
Òhun tí a mọ̀ nìyí nípa ìròyìn ìyàwó o Gómìnà ìpínlẹ̀ Ọ̀yọ́,This is what we know about the news of the wife of the Governor of Oyo state
Kìí ṣe gbogbo adarí orílẹ̀ èdè ló máa ń fi ọwọ́ jẹ́jẹ́ mú wa,Not every country's leader takes us lightly
Kúnlé ti sọ̀rọ̀ nípa ikú tó pa ìyá àti bàbá a rẹ̀,Kunle has spoken about the death of his mother and father
Mo tún ti tú àṣírí kàbìtì kan nípa ìhùwàsí ará àdúgbò o wa,I have also revealed a secret about the behavior of the local people
Ààrẹ fẹ́ kí ẹ pàṣẹ ìtúsílẹ̀ ẹ gbogbo àwọn tí wọ́n tìmọ́lé,The president wants you to order the release of all those who were imprisoned
Ọwọ́ ọlọ́pàá ti tẹ àwọn afurasí ajínigbé méjì ní ìlú Èkó,The police have arrested two suspected kidnappers in Lagos
Àbáyọ̀mí ti kà nípa ohun tó ṣẹlẹ̀ sí àwọn jàǹdùkú ìjọ́sí,Abayommi has read about what happened to the mobs
Túndé ló fa aṣọ ya mọ́ káńsẹ́lọ̀ obìnrin kan lára,Tunde tore a woman's clothes
Àwọn òṣèré ti wọ inú ilé ìgbìmọ̀ aṣòfin láti takò owó orí,Actors have entered the parliament to oppose the tax
Ẹ wo àwo ológbò tó lè gbọ́ òórùn àìsàn ibà àti àrun jẹjẹrẹ,Look at the pan of a cat that can smell malaria and cancer
Èyí ni ẹja tí a kò gbọdọ̀ pa àti ọ̀ọ̀nì tó ń gbọ́ àdúrà ní Ìbàdàn,This is the fish that should not be killed and the one who hears prayers in Ibadan
Kí ni àwọn òṣèré yìí ṣe tí àwọn ológun yìí kò faramọ́?,What do these actors do that these soldiers are not familiar with?
Àwọn ẹ̀ṣẹ̀ tí wọn kà sí ọrùn ọmọkùnrin náà rèé.,The sins they counted on the boy's neck.
Oríi koríko ni àwọn ajínigbé ti ń bá àwọn ọmọ ọlọ́mọ sùn.,The kidnappers used to sleep with the children on the grass.
Láti bí ọjọ́ mẹ́rìnlá ni àwọ́n èèyàn mẹ́rin ti wà ní àhámọ́,The four people have been in detention for fourteen days
Fádáhùnsi sọ ohun tó ń ṣẹlẹ̀ lórí kíkó ẹ̀rù wọlé láti ẹnu ibodè,Fadahunsi told what was happening on bringing the fear in through the gate
Ọkadà ní àwọn agbébọn máa ń gùn wọ ilé ẹ̀kọ́ ní Òṣogbo,"In Okada, gunmen used to enter the school in Osogbo"
Ọ̀ọ̀ni Ògúnwùsì àti Adélékè sọ pé àwọn yóò ra bàálù fún mi,Oni Ogunwusi and Adeleke said that they will buy me a ball
Bàtà àti aṣọ òfi ni wọn ń tà nínú ọjà Òjé àti Gbági.,Shoes and empty clothes are sold in the market of Ojé and Gbági.
A kò fẹ́ kí wọ́n lo ìwé òfin ọdún tó kọjá mọ́ nílé aṣòfin,We do not want them to use last year's constitution in the parliament
Túndé Bákàrè ti bá ọ̀pọ̀ àwọn ènìyàn ṣiṣe láti Èkó sí Ọ̀yọ́,Tunde Bakare has worked with many people from Lagos to Oyo
Nàíjíríà fihàn pé a tún ti nílò àtúntò nipa oun tó ń ṣẹlẹ̀,Nigeria shows that we still need to reorganize what is happening
"Láti kúrò ní Nàíjíríà, mo ní láti fihàn pé mo nílò àtúntò.","To leave Nigeria, I had to show that I needed to be resettled."
Ẹgbẹ́ àwọn awakọ̀ àti ẹgbẹ́ òǹtàjà epo aládani ti wọ́gilé ìyanṣẹlódì wọn,The drivers' union and the private oil sellers' union have announced their protest
Àwọn ẹ̀yà mẹ́ta ní ilẹ̀ ẹ wa ni wọ́n ma ń jẹ túwó,There are three tribes in our land who are known to be rich
Kò ní dára kí ọkùnrin máa fi ẹnu lásán bá obìnrin sọ̀rọ̀,It is not good for a man to talk to a woman with his mouth
Oyètọ́lá ní òun kọ́ lòun bá Tinúbú ra ilẹ̀ sí Ajébọ̀,Oyetola said he did not agree with Tinubu to buy land from Ajebol
Kò sí nǹkankan lára obìnrin yẹn lásìkò eré e tíátà,There was nothing of that woman during the drama
Ayọ̀ kò fara mọ́ ìyapa Nàíjíríà àti ìṣèjọba ológun,Joy is not compatible with Nigeria's separatism and military rule
Gàní Fáwẹ̀hìnmi ní ìjìjàgbara ilẹ̀ ẹ Yorùbá ló jẹ òun lógún,Gani Fawheinmi in the struggle of the Yoruba land is the one who won him
Apẹja kan bọ́ sínú agbami odò lẹ́yìn tó rí ẹja ńlá pa,A fisherman fell into the river after catching a big fish
Ìjà yìí kò le parí láíláí àfi ìgbà tí àwọn agbẹjọ́rò bá dé,This fight can never end unless the lawyers come
Ààrẹ àti Bashọ̀run ṣe ìpàdé lọ́dún tó kọjá nítorí owó ìsúná,The President and Bashorun held a meeting last year over the budget
Ilé àṣòfin kejì ti kéde òfin tí yóò dènà ìfìyàjẹni lọ́nà àìtọ́,The second parliament has announced a law that will prevent arbitrary punishment
Obìnrin mẹ́fà àti ọmọ mejì rin kílómítà àádọ́rún fún ọjọ́ mẹ́fà,Six women and two children walked seventy kilometers for six days
Onímọ̀ ààbò ni àwọn ọ́lọ́pàá tó wà níwájú ilé ẹjọ́,The police who are in front of the court are security experts
Àkàndé lóun nílò ìtọ́jú kí ẹsẹ̀ ẹ rẹ̀ má baà kán dànù,Akande needs treatment so that his legs don't fall off
Àṣìṣe márùn-ún yìí ni àwọn lọ́kọláyà máa ńṣe ní gbogbo ìgbà,These five mistakes are made by religious people all the time
Ó yẹ kí Kọ́lá mọ̀ nípa owó àti àlùbáríkà ọrọ̀ ajé àwọn ọ̀rẹ́ ẹ̀.,Kola should know about the money and financial situation of his friends.
Ẹ wo ọmọbabìnrin ìlú Iréwọlédé bó ṣe sọ ipò iyebíye nù,"Look at the girl of the city of Iréwolédé, how she lost her precious position"
Ọwọ́ ọlọ́pàá ti tẹ afurasí egúngún kan tó fi àdá gba owó,The police have arrested a suspect who took money with a knife
Àlàyé rèé lórí bí wọn ṣe lò mí láti bá Elégún sọ̀rọ̀,His explanation on how they used me to talk to Elégún
Ẹgbẹ́ ẹ Mùsùlùmí ìlú ti korò ojú sí sinimá kan tí a ṣẹ̀ṣẹ̀ gbé jáde,The city's Muslim community has frowned upon a movie that has just been released
Mo gbé ọ̀pọ̀lọpọ̀ ìgbésẹ̀ láti lóyún kí n tó rí ọmọ́ bí.,I took many steps to get pregnant before giving birth.
"Lẹ́yìn ìgbeyàwó o wa, mo lọ fowó pamọ́ sí báǹkì àdúgbò o wa.","After your marriage, I went to deposit money in your local bank."
Èèyàn márún-ún ló gbẹ́mìí mì nínú ìkọlu Ifẹ̀ àti Ìjàyè.,Five people lost their lives in the attack of Love and Victory.
Ilé ẹjọ́ ní kí ìjọba gbẹ́sẹ̀ lé owó gọbọi tó wà nínú àpò.,The court asked the government to take action on the money in the pocket.
Àwa oníṣòwò tó ń gbé ní Onírù pọ̀ ju àwọn ti Oṣòdì lọ.,There are more of us traders living in Oniru than those of Osodi.
"Bóyá tí mo bá jẹun, inú kò ní ta mí mọ́.","Maybe if I eat, I won't be upset anymore."
Adéwálé ti di alága tuntun fún Ẹgbẹ́ Ẹlẹ́ṣin,Adéwalé has become the new chairman of the Horsemen's Association
Ọ̀lọ́pàá sọ pé ìjọba àpapọ̀ kò ran àwọn lọ́wọ́ tó bó ṣe yẹ,The police said that the federal government did not help them as much as it should have
Orí adìyẹ ló fà ìjọ̀gbọ̀n láàrin Babáyẹmí àti bàbá a rẹ̀,Chicken's head is what caused the rift between Babayemi and his father
"Ó kéré tán, ó yẹ kí èèyàn máa pààrọ̀ ìrọ̀rí i rẹ̀ lẹ́ẹ̀kọ̀kan",At least one should change his pillow once in a while.
Àwọn agbésùmọ̀mí mẹ́tàlá ló jọ̀wọ́ ara wọn fún wa láàrín ọ̀sẹ̀,Thirteen people surrendered to us during the week
Ohun tó yẹ kí o mọ̀ nípa Ọ̀jọ̀gbọ́n Oyèbọ̀dé Adébọ̀wálé,What you should know about Prof. Oyebode Adébowale
Mo gbàdúrà pé kí Ọlọ́run síjú àànú wò mí àti ọmọ mi,I pray that God will have mercy on me and my son
Mí o kàbàámọ̀ pé mo wọ́ aṣọ aláràbarà tí wọ́n torí i rẹ̀ mú mí,I regret that I wore the colorful dress that they caught me because of it
Táíwò àti Kẹ́hìndé wà pẹlú awakọ̀ nígbà tí ìjàm̀bá náà ṣẹlẹ̀,Taiwo and Kehinde were with the driver when the accident happened
"Ará ìlú ní Ifá ló sọ pé ìbejì yóò pọ̀ ní Igbóọra, kìí ṣe oúnjẹ","The people of Ifá said that there will be more twins in Igbora, not food"
Mo máa ń parọ́ pé olùkọ́ni ni mí lẹ́ẹ̀kọ̀kan tí ebi bá pa mí,I lie that I am a teacher sometimes when I am hungry
"Ẹ̀yin oríadé ẹ dìde, wàhálà ń bọ̀ nílẹ̀ ẹ Yorùbá o","Get up, you people, trouble is coming in your Yoruba land"
Ọmọ kan lẹ̀dí àpò pọ̀ mọ́ ará abúlé méjì láti jí owó o bàbá a rẹ̀,A son conspired with two villagers to steal his father's money
Àwọn aṣòfin ti kéde ìdí tí ọkùnrin kan fi lu ará rẹ ní gbànjo,Lawmakers have announced why a man beat his brother in the first place
Afẹ́nifẹ́re àti Ọmọ Oòduà ti fún Adéṣínà lésì ọ̀rọ̀ tó sọ níjẹta.,Afenifere and Son of Oodua have given Adesina a response to what he said.
Olúwo ti kánjú láti fẹ́ ìyàwó mìíràn láì tíì kọ èyí tó fẹ́,Oluluwo was in a hurry to marry another wife without rejecting the one he wanted
"Fálànà ló ní kí n dákẹ́, bí bẹ́ẹ̀ kọ́, mo mọ èsì tó yẹ kí ń fún wọn","Falana asked me to be quiet, otherwise I know the answer that should be given to them"
Fáshọlá ti sọ̀rọ̀ nípa ìdí tí ìjọba Nàìjíríà fi jẹ gbèsè,Fashola has talked about why the Nigerian government is in debt
Bọ̀dé ní kò sí ohun tí òun le ṣe nípa ìwọ́de tó wáyé ní Èkó,Bode said there was nothing he could do about the outbreak in Lagos
Bàshírù ni ọwọ́ ọlọ́pàá ti tẹ̀ nítorí ọdọmọkùnrin mẹ́ta tó pa,Bashir is the hand of the police because of the three young men he killed
A rí ọmọ ilé ẹ̀kọ́ kan tó bá ẹlòmíràn ṣe ìdánwò ní Àkúrẹ́.,We saw a student who did an exam with another student in Akure.
Kí ló dé tí àwọn Mùsùlùmí kan kò fẹ́ kópa nínú ọjọ́ ìbí Ànọ́bì?,Why do some Muslims do not want to participate in the birthday of Anobi?
Ọdún kan lẹyìn ìkọlù tó wáyé ní Oṣòdì kò tíì fi àrídájú hàn,"A year after the attack in Osodi, he has not shown any evidence"
Ọmọ ilé ẹ̀kọ́ Ìbàdàn méjì fórí kó ọta ìbọn lọ́jọ́ kan ṣoṣo,Two students of Ibadan school were killed by bullets in one day
Àlàyé rèé nípa ohun tó ń fa ẹ̀kúnwó epo ìdáná ní Ìbàdàn.,Here is an explanation of what is causing the fuel shortage in Ibadan.
Sanwó Olú ti gba àwòrán apanilẹ́rín tí Táyé Oníyàkuyà yà,Sanwó Olou has received a comic book drawn by Táyé Oníyakuya
Tókẹ́ Mákinwá wà lára àwọn gbajúmọ̀ tí fídíò wọn wà lórí ayélujára.,Toke Mákinwá is one of the celebrities whose videos are on the internet.
Ilé isẹ́ ọlọ́pàá kan ti mú akọrin tàkasúfèé ìjọ́sí lọ sẹ́wọ̀n,A police station has taken the takashufei singer to prison
Wálé ní ayédèrú ìròyìn lòun ń gbé kiri nípa yíyìnbọn lu ará ìlú,Today he is spreading fake news by shooting at the people of the city
"Ẹgbẹ̀rún ahọ́n kò lè yin ọlọ́run tán, àbí bẹ́ẹ̀ kọ́?","A thousand tongues cannot praise God enough, can they?"
Ṣé ẹ̀ṣẹ̀ ni láti bú ààrẹ̀ orílẹ̀ èdè ni? Wo ohun tí òfin sọ nípa ẹ̀,Is it a sin to curse the president of the country? Look at what the law says about you
Mọ̀ nípa àwọn ọmọ Nàìjíríà tó fẹ́ kí a tẹ́wọ́ gbà ọrẹ olúwa,Learn about Nigerians who want us to accept God's gift
Àwọn ìgbìmọ̀ kan fẹjọ́ Olúwaṣeun sun Gómìnà Adébáyọ̀ Akálà,Some councils sued Lordusheun for killing Governor Adébayo Akala
Ìgbàgbọ́ sọ pé òun leè ṣé àtúnṣe ètò ìsúnná orílẹ̀ èdè e wa.,Faith says that he can reform the budget of our country.
Sanwóolú ti ṣèlérí pé gbogbo nǹkan  tí ará ìlú fẹ́ ni òun yóò ṣe,Sanwóolu has promised that he will do everything that the people of the city want
Lèmọ́mù sọ̀rọ̀ nípa ẹni tó ń gbowó ẹ̀yìn lọ́wọ́ àwọn agbódegbà,Lemum talks about the person who pays back from the elderly
Èmi kọ́ ni mo rán àwọn alátẹnujẹ olóṣèlú níṣẹ́ lati lọ ibẹ̀,I did not send political sympathizers to go there
Àwọn ajagunfẹ̀yìntì kọ̀ọ̀kan ti lọ bẹ ààrẹ Bùhárí nípa ọ̀rọ̀ ààbò.,Each of the veterans has gone to visit President Buhari on the issue of security.
Oníṣòwò ni mí láti ìgbà tí ìjọba àpapọ̀ ti fún mi lówó,I am a businessman since the federal government gave me money
Òrìṣà tó lu awakọ̀ níbi ìwọ́de ijọ́sí ti jẹ gbèsè báyìí,The god who hit the driver at the church gate is now in debt
Nítorí owó ni ọlọ́pàá obìnrin fi pa mọ̀lẹ́bí i rẹ̀ mẹ́rin ní Alágbàdo,It was because of money that the policewoman killed her family of four in Albagado
Ṣé ẹ ti gbọ́ nípa àrùn tuntun tó ma ń ba fóònù jẹ́?,Have you heard about the new virus that destroys the phone?
Kìí ṣe nǹkan ìtìjú pé èmi nìkan ni mò ń gbọ́ bùkátà ilé e wa.,It is not a shame that I am the only one taking care of our house.
