yo,en
Ìyà yóò jẹ àwọn ọlọ̀tè títí tí wọn yóò fi ronúpìwàdà níbi àṣìṣe wọn.,The rebels will be punished until they repent of their mistakes.
"Nígbà tí ó ṣe àbẹ̀wò o rẹ̀ tán, wọ́n lọ sí ilé àwọn ọmọ aláìlóbìí.","When he was tired of visiting, they went to the orphanage."
"Wọ́n gbóṣùbà fún ikọ̀ náà fún ìforítì, ìṣọ́ra àti ìjà fitafita tí wọ́n fi ṣẹ́gun ọta.","They praised the ambassador for his perseverance, caution and bravery in defeating the enemy."
Ọmọ ogun Arámọkọ kọlù àwọn Adigunjalè kan ní Èkó.,Aramokko soldiers attack some Adigunjalès in Lagos.
Ikọ̀ ológun ní àwọn kò ní kọlu Ìgbòhò lọ́jọ́ ajé.,The military said they will not attack Igbohho on business day.
Ẹgbẹ́-ológun kẹtàdínlógún sọ pé àwọn ikọ̀ ọlọ̀tẹ̀ náà ti wọ́lẹ̀.,The 17th Army said that the rebel ambassadors had landed.
Ìjọba ìbílẹ̀ atẹ́ẹ́rẹ́ ní ìpínlẹ̀ Ọ̀ṣun ti ba ète ìkọlù àwọn Adigunjalè náà jẹ́.,The local government in Osun state has foiled the attack plan of the Adigunjale.
"Wọ́n ti bẹ̀rẹ̀ sí ní tiná bọ àwọn ilé kọ̀ọ̀kan, tí ó sì ń fa ìbẹ̀rù bojo ní àárín ìlú náà.","They have started to set fire to each house, causing fear in the center of the city."
Àwọn ikọ̀ ọmọ ogun anígboyà ti wọ̀yá ìjà pẹ̀lú àwọn ọ̀daràn.,Courageous soldiers have fought with criminals.
Ọ̀pọ̀lọpọ̀ ti farapa yánna-yànna pẹ̀lú ẹ̀ri ipa ẹ̀jẹ̀ lọ́nà ibi tí wọ́n ṣá gbà.,Many were badly injured with evidence of blood from where they had been taken.
"Ó ṣe ni láàánú, pé ọ̀kan nínú àwọn ikọ̀ ọmọ ogun anígboyà kan sọ ẹ̀míi rẹ nù.","Unfortunately, one of the brave soldiers lost his life."
Àwọn ọmọ ogun tí ó farapa náà sì ti ń gba ìwòsàn lọ́wọ́-lọ́wọ́ ní ilé ìwòsàn ológun.,The injured soldiers are receiving treatment at the military hospital.
"Ní kété tí ìsẹ̀lẹ̀ náà wáyé ní ọjọ́ kéjìlélógún oṣù kejì ọdún tó kọjá, ni wọ́n dé.","As soon as the incident happened on the 22nd day of the second month of last year, they arrived."
Ọ̀gágun Táyé Ajíbọ́dẹ ti ṣe àbẹ̀wò sí ikọ̀ náà ní Olúyọ̀lé.,General Táyé Ajibodé has visited the embassy in Olúyolé.
Ẹ jọ̀ọ́ ẹ bá wa bí àwọn mínísítà orílẹ̀ èdè yìí pé ibo lọ́ tí ń rí owó?,Please ask us like the ministers of this country that where are they getting money from?
Ààrẹ tuntun tí a yàn sípò ní láti yan àwọn mínísítà mìíràn.,The newly appointed president has to appoint other ministers.
Babátúndé Fáṣolá nìkan ni mínísítà tó dá yàtò nínú gbogbo àwọn mínísítà orílẹ̀ èdè yìí.,Babatunde Fashola is the only minister who is different among all the ministers of this country.
"Ipò tí wọ́n yan Babátúndé Fásholá sí, a rí ipa rẹ̀ lórílẹ̀ èdè yìí.","The position that Babatúndé Fashola was appointed to, we see his influence on this language."
Wíwá orísirísi ìlànà fún ìtọ́jú ojú pópó jákè-jádò orílẹ̀ èdè Nàìjíríà ló jẹ wá lógún.,It is our duty to find out the different policies for street maintenance across Nigeria.
Díẹ̀ nínu ojú pópó ní Nàìjíríà ó lè gbóúnjẹ-fẹ́gbẹ́ gbàwo bọ̀ lọ́dọọdún.,Few of the streets in Nigeria can get sick every year.
Mínísítà sọ̀rọ̀ yìí ní lásìkò ètò àyẹ̀wò iṣẹ́ ojú pópó ní ìpínlẹ̀ Ògùn,The minister said this during the road inspection program in Ogun state.
"Ìdíkọ́ Oṣòdì tó wà ní ìjọba ìbílẹ̀ Agége, ni agbègbè tí ó tóbi jùlọ ní ìlú Èkó.",Osodi River in Agége local government is the largest area in the city of Lagos.
Fáṣọlá sọ pé ìtọ́jú ojú pópó ṣe pàtàkì pàápàá jùlọ lásìkò òjò.,Fashola said that road maintenance is especially important during the rainy season.
Ojú ọ̀nà tó lọ sí ìpínlẹ̀ Èkìtì má ń fa wàhálà fún àwọn ọlọ́kọ̀ àti ènìyàn lásìkò òjò,The road to Ekiti state does not cause problems for farmers and people during the rainy season
Sáńgo jẹ́ ọ̀kan lára àwọn ọ̀nà tó má ń fa wàhálà fún àwọn ọlọ́kọ̀ àti àwọn ènìyàn.,Sángo is one of the ways not to cause problems for farmers and people.
Nítorí náà gbogbo ojú ọ̀nà tó máa ń fa wàhálà fún àwọn ọlọ́kọ̀ lásìkò òjò láti tún ṣe.,"Therefore, all the roads that cause problems for the drivers during the rainy season have to be rebuilt."
"Wọ́n tí ṣàtúnṣe sí àwọn ọ̀nà tí ó ń lọ sí Òṣògbo, Ìgbòho, Abéòkúta sí Ọ̀tà-Èkó.","They have repaired the roads that go to Osogbo, Igbho, Abeokuta and Ota-Eko."
Ó kí àwọn agbaṣẹ́ṣe.,He greeted the employers.
"Olùdarí ilé iṣẹ́ ìwé, Ifáyẹmí Ògúngbèmí ti ṣo iṣẹ́ di ìrọ̀rùn fún àwọn òṣìṣẹ","Director of the book company, Ifayemimi Ogungemimi has made work easier for the workers"
Àwọn ìpèníjà tí a máa ń dojúkọ ni àìtètè rówó gbà lọ́wọ́ ìjọba.,One of the challenges we face is the lack of funds from the government.
Ṣé ilé-iṣẹ́ náà ti ṣetán láti tètè parí isẹ́ náà lásìkò tí wọ́n bá rí owó?,Is the company ready to quickly complete the project when they get the money?
Àjọ elétò ìdìbò orílẹ̀ èdè Nàìjíríà ti bẹ̀rẹ̀ iṣẹ́ ni pẹrẹwu.,The Nigerian Electoral Commission has begun its work.
Dáre Ajíbóyè tó jẹ́ olùdíje fún ipò gómìnà ti gba ìwé ẹ̀rí gẹ́gẹ́ bí gómìnà,Dare Ajiboye who is a candidate for the position of governor has received a certificate as governor
Nínú ìdìbò tó wáyé ní ìpínlẹ̀ Ọ̀yọ́ lọ́dún yìí ni ọ̀pọ̀ ènìyàn ti rí ṣe.,"In the election held in Oyo state this year, many people have seen it."
Àwọn adájọ́ ti ilé-ẹjọ́ gíga tó wà l’órílẹ̀ èdè Nàìjíríà kájú òṣùwọ̀n.,Judges of the high court in Nigeria are above the scale.
Dáre ti gba ìwé ẹ̀rí lọ́wọ ọ Kọmíṣánà fún àjọ arabìnrin Gbémisọ́lá Ṣófolúwẹ̀.,Dare has received a certificate from the Commissioner for the Gbémisola Sofoluwa women's organization.
Lọ́jọ́ Ẹtì ní ìlú Àbújá ní orílẹ̀ èdè Nàìjíríà ni àwọn àjọ àwọn òṣìṣẹ́ ti ma ń ṣe ìpàdé,"On Wednesday in the city of Abuja in the country of Nigeria, the workers' organizations held a meeting"
Sáájú ikéde ni Dáre ti mọ̀ pé òun ni gómìnà ìpínlẹ̀ náà.,"Before the announcement, Dare knew that he was the governor of the state."
"Alága àjọ ètò ìdìbò, ọ̀jọ̀gbọ́n Adétọ́lá Adéyẹmí, ti kéde gómìna tuntun.","The chairman of the electoral commission, Professor Adétola Adeyemi, has announced the new governor."
Dáre wá gbóṣùbà fún àjọ elétò ìdìbò àti ilé-ẹjọ́ fún iṣẹ takuntakun.,Congratulations to the election organization and the court for their hard work.
Ǹjẹ́ àwọn ènìyàn le ní ìgbẹkẹ̀lé nínú ìjọba yìí?,Can the people have confidence in this government?
Ojúṣe olórí ni láti pèsè ààbò fáráàlú.,The chief's responsibility is to provide security for the people.
Ọlátundé Ìbítóyè ní ọdún mẹ́ta ní òun fi ṣe ọkọ̀ náà torí ọ̀dá owó,Olatunde Ibitoye spent three years building the boat for money
Gbígba owó oṣù àkọ́kọ́ nílò o àwẹ̀ ọlọ́jọ́ gbọọrọ.,Getting the first salary requires you to fast daily.
Èèyaǹ púpọ̀ ló ṣọ ṣẹ̀ṣẹ̀ kó àrùn ní Nàìjíríà.,Many people have recently contracted the disease in Nigeria.
Wákàtí kan péré ni mo fi ń kàwé lójúmọ́.,I read only one hour a day.
Mọ̀lẹ́bí kan ní kíì ṣe kòrónà ló pa ẹbí i wọn.,A family said it was not the corona that killed their family.
Má lu jìbìtì ayélujára.,Don't fall for internet scams.
Olúwo sọ ìtàn bí Ọ̀rúnmìlà ṣe jìyà nílùú.,Oluwo tells the story of how Orunmila suffered in the city.
Aláàfin àkọ́kọ́ tí yóò lo àádọ́ta ọdún lórí ìtẹ́.,The first royal who will spend fifty years on the throne.
Ọmọ ọdún mẹ́tàdínlógún dáná ṣun ọ̀rẹ́kùnrin rẹ̀ lẹ́yìn eré ìfẹ́.,A 17-year-old girl burned her boyfriend after a love match.
Akòwé e Nàìjíríà ko ìròyìn òkèèrè lórí i ìjínigbé akẹ́kọ̀ọ́bìnrin.,Nigeria's Secretary wrote foreign news on the kidnapping of the schoolgirl.
Igbákejì i Gómìnà Ọ̀yọ́ ní kò síjà láàrin òun àti Gómìnà.,Deputy Governor Oyo said there was no fight between him and the Governor.
Ọkọ̀ olówó iyebíye mẹ́wàá nìkan ni ọlọ́lá yìí gùn nígbà ayé e rẹ̀.,This gentleman only rode ten expensive boats during his lifetime.
Ọdún mẹ́ta ní àwa mẹ́sàn-án fi dá mílíọ̀nù mẹ́ta tí a fi kọ́ ilé ìwé.,It took three years for the nine of us to raise three million to build a school.
Tọkọ taya Òkè ní Ọ́ba òkè ló fi àwọn dá àrà tó wù ú,The king of the mountain used them to create the scene he wanted
Wọ́n ti rọ ààrẹ́ Amẹ́ríkà lóyè.,They have impeached the president of the United States.
Dókítà mẹ́ẹ̀dọ́gbọ̀n ló síṣẹ́ abẹ fún àwọn ìbejì.,Twenty-five doctors operated on the twins.
Yíya nǹkan sára kò dí jíjẹ ọba lọ́wọ́.,Being busy doesn't stop you from being a king.
Mo jẹ páànù ìyà nítori mo fẹ́ á mọ̀ọ́ká mọ̀ọ́kà.,I ate a penny because I wanted to read it.
Wo àkójọpọ̀ ọ̀nà méje tí ọmọ àlè fi le wọnú ilé.,See a collection of seven ways by which a thief can enter the house.
Ààrẹ Táíyélolú ló jáwé olúborí.,President Táíyelolú was declared the winner.
Èyí ni àwọn ìgbà mẹ́jọ tí ọ̀rọ̀ Olúwo di ariwo.,These are the eight times that Oluluwo's ​​words became loud.
Àrùn-un kòróná gba ẹ̀mí èèyàn mẹ́ẹ̀dógùn ní ọ̀sẹ̀ tó kọjá.,Corona virus took the lives of 15 people last week.
Akeúgbagóòdì ní àpẹẹrẹ wèrè díẹ̀díẹ̀.,Akeugbagodi has an example of gradual insanity.
Ilé aṣojú ṣòfin dábàá kí ìjọba sún ìwọlé àwọn akẹ́kọ̀ọ́.,The Legislature suggested that the government close the doors of the students.
Olúwo ní àṣẹ Ọlọ́run ni pé kòróná ò lè wọ ìlú Ìwó.,Look at God's command that corona cannot enter the city of Iwo.
Mínísítà Táyé Taiwò ti jáde láyé,The Minister of Foreign Affairs of Taiwo has passed away
Séríkí i dẹrandẹran ní ká bẹ Ìgbòho.,Séríkí repeatedly asked us to go to Igbhoho.
Bílíònú mẹ́fà ni ìjọba ìpínlẹ̀ Ekiti yòó ná lórí Àmọ̀tẹ́kùn.,Six billion will be spent by the Ekiti state government on Hogantekun.
Sàláwù lùgbàdì kó àrùn-un kòrónà.,Saláw Lughbadi caught the corona virus.
Ìjọba Èkó ní kò séwu lóríi kòrónà pẹ̀lú ìwọlé àwọn akẹ́kọ̀ọ́.,The Government of Lagos said that there is no risk of corona with the entry of students.
Ọlọ́pàá mẹ́rin kú nínú ìjàmbá ọkọ̀.,Four policemen died in a car accident.
Ìgbòho wà lọ́nà Ìbàràpá.,Igobo is on the way to Ibarapa.
Ọ̀gá ọlọ́pàá pàṣẹ kí Kọmísọ́nnà Ọ̀yọ́ mú Ìgbòho.,The police chief ordered Commissioner Oyo to arrest Igbho.
"Ẹ̀dá Onílé ọlá ṣàlàyé lóríi fíìmù ""Ògbórí Ẹlẹ́mọ̀ṣọ́"".","The Honorable Homeowner explained on the movie ""The Veteran Groomer""."
Gómìnà Dàpì Abíọ́dún gbégilé ọkọ̀ agbépo lórí afárá.,Governor Dapi Abiodun launched the bus on the bridge.
Ìjọba Òǹdó ní òun kò bẹ̀rù idúkokò mọ́ni.,The Ondo government said that it is no longer afraid of attacks.
Abẹ́rẹ́ àjẹsára yóò wọ Nàìjíríà láìpẹ́.,Immunization will soon enter Nigeria.
Alàgbà Ajíbọ́lá àti Fákúnlé ní olùkọ́ wa lórí ètò lónìí.,Elder Ajibola and Fakunle are our teachers on the program today.
Taa ni Bólú Ọ̀náṣèlú tó ṣẹ̀ṣẹ̀ di ọ̀gá àgbà?,Who is the political leader who has just become the boss?
Mákindé ní alátakò fẹ́ mọ iyì oun nígboro.,Makinde said the opponent wants to know his dignity.
Ẹ wo ìtàn obìnrin àkọ́kọ́ tí yóò jẹ igbákejì Ààrẹ.,Look at the story of the first woman who will be the vice president.
Ìyàwó fi ẹ̀sùn kan ọkọ rẹ̀.,The wife accuses her husband.
Ìjọba Èkó ti ń lu ọkọ̀ ogójì tà ní gbàǹjo ni Aláúsá.,The Lagos State government has been selling 40 boats in Aláusa.
Ohun mẹ́fà ni yòó ṣẹlẹ̀ níbi ìbúra ìjọba tuntun.,Six things will happen at the swearing in of the new government.
Ẹran dídà káàkiri di ẹ̀ṣẹ̀ ní Ọ̀yọ́ àti Ògùn.,Spilled meat is a sin in Oyo and Ogun.
Ọ̀ọ̀ni Ilé Ifè pàrokò sí Tinúbú.,Oni Ile Ife hides in Tinubu.
Wo àwọn sinimá mẹ́wàá tó gbé sinimá a Yorùbá sáyé.,See ten movies that brought Yoruba cinema to life.
Ẹní bá mọ Tọ́pẹ́ Àlàbí kó bá wa bẹ̀ẹ́ o.,"If anyone knows Tope Álibi, let him be like that."
Ilé ẹjọ́ gba béèlì i Sálísù.,Salisu was granted bail by the court.
Mo kọ̀ láti máa tọrọ owó nítorí ojú u mi tó fọ́.,I refused to beg for money because of my broken eyes.
Ààrẹ buwọ́lu bílíọ̀nù mẹ́wàá láti dá ibùdó afẹ́fẹ́ ẹ gáàsì sílẹ̀.,The president signed 10 billion to establish a gas station.
Tẹ́ní lùgbàdì i kòrónà lọ́gbà ẹ̀wọ̀n.,Teni Luggadi i Corona in prison.
Báyìí ni nǹkan ṣé ń lọ nílé Ìgbòho lónìí.,This is how things are going at Igbhoho's house today.
Adigunjalẹ̀ kolu sójà ní Òndó.,Adigunjali attacked the army in Ondo.
Mo ń padà bọ̀ ní Ìbàràpá lọ́sẹ́ tó ń bọ̀.,I am returning to Ibarapa next week.
Ìgbòho ní òun ti ṣé iṣẹ́ ẹ mọkálìkì rí.,Igoboho said that he has never done any work.
Ṣé Ìgbòho ṣetán láti ṣe ìpàdé pẹ̀lú u Ṣèyí Mákindé àti ọlọ́pàá?,Is Igbho ready to hold a meeting with Sheyi Makinde and the police?
Àwọn olùgbé Ayétòrò ní ó sàn káwọn kú.,The people of Ayetoro are better off dead.
Fásitì Adékúnlé Ajásin sún ìdánwò síwájú.,Adékunlé Ajasin University pushes the exam forward.
Ìgbòho ní ọ̀gá ọlọ́pàá àti Sójà wà pẹ̀lú àwọn.,Igbho has the chief of police and the Soldier with them.
Séríkí i Fúlàní àti ẹbí rẹ̀ gba inú igbó dé ìpínlẹ̀ Ògùn.,Seriki i Fulani and his family went through the forest to Ogun region.
Ẹ wo báwọn ọmọ ọ̀ṣọta ṣe ya bo màmá Ire.,Look at how the children of Oshota covered Ire's mother.
Ìgbòho ní ikọ̀ Àmọ̀tẹ́kùn nílẹ̀ ẹ Yorùbá kò wu òun.,Igbho has a message but he doesn't like it in Yoruba country.
Àwọn olóríi Fúlàní tọrọ àforíjì.,The Fulani leaders apologized.
Obìnrin bíi ọkùnrin tó ń ṣiṣẹ́ ọ̀tẹlẹ̀múyẹ́ ni Ìbùkún.,Ibukun is a woman like a man who works as a spy.
Gàní ní dídákẹ́ òun lórí ìṣẹ̀lẹ̀ Ìgangàn kìí ṣe ìwà òjó.,His silence on the Iggan incident is not a bad thing.
"Ìgbòho ní Aláàfin, Ọọ̀nì, Olúbàdàn tì òun lẹ́yìn.","Igoboho has Aláafin, Ooni, Olubabadan support him."
Àṣà a dída ẹran níbikíbi di èèwọ̀.,The practice of raising meat everywhere became forbidden.
Ọkọ̀ ọ bọ́ọ́sì àti kẹ̀kẹ́ láwọn jàǹdùkú tó jalè gbé wá.,The robbers brought us a bus and a bicycle.
Ọlá tó pè mí ní tọ́ọ́gì kò lówó mi lọ́wọ́.,The honor of calling me toggi is not worth my money.
Kìí ṣe gbogbo ọkùnrin ló gbà kí ń ṣe bàtà fún wọn.,Not all men agree to make shoes for them.
Gómìnà Ajíbọ́lá kéde kónílé ó gbélé ní Ẹlẹ́pẹ̀.,Governor Ajibola announced that he will stay in Neppe.
Àjọṣepọ̀ wò ló wà láàrin ọ̀gagun tuntun Bọ́lájí àti Ajíbọ́lá?,What is the relationship between the new navy Bolaji and Ajibola?
Ọlọ́pàá fẹ́ k'áwọn oríadé parí aáwọ̀ láàrin Ìgbòho àti Ṣèyí.,The police want the Oriadés to end the conflict between Igbho and Sheyyi.
Lóòtọ́ ní Bọ́lá Tínubú fún mi ní mílíọ̀nù méjì.,Bola Tinubu actually gave me two million.
Bọ́látitó yòǹbó àwọn gómìnà Yorùbá lórí ìpìnnu ìpàdé.,Bolatito criticized the Yoruba governors on the decision of the meeting.
Ìgbòho ní òun kò fẹ́ oyè ọ̀gá àgbà páta fún ikọ̀ Àmọ̀tẹ́kùn.,Igbho said that he did not want the title of chief of staff for the ambassador.
Ọlọ́run lọ́wọ́ sí bí mo ṣe lọ dojú kọ apààyàn Fúlàní ní Ìbàràpá.,God help me when I went to confront the Fulani killer in Ibarapa.
"Kẹ́mi ní ọ̀ràn tí Ìgbòho bá dá, aráàlú ló dá a.","I don't care if Igbho creates it, it is created by the people."
Ìfọ̀rọ̀wérọ̀ pẹ̀lú u Tádé lórí ọ̀rọ̀ Ìgbòho.,Conversation with him Tade on the issue of Igbho.
Ìjìyà ẹ̀wọ̀n àti owó ìtanràn ń dúró de ẹni tó bá tàpá sófin.,Imprisonment and fines await those who break the law.
Nàíjíríà wà nípò tó burú jùlọ nínú ìwà àjẹbánu.,Nigeria is in the worst place in crime.
Àwọn òbí ìbejì tó lẹ̀pọ̀ ní ọ̀kàn àwọn bàjẹ́ láti rí ibèjì i wọn tó.,Many twin parents are heartbroken to see their twin.
Gbogbo dúkìá a Gómìnà àná náà ló jẹ́ wúrà.,All the assets of the Governor yesterday were gold.
Bí ìkọlù u jàǹdùkú sí àgọ ọlọ́pàá a Màpó ní Ìbàdàn ṣe wáyé rèé.,How the mob attack on Mapo police station in Ibadan happened.
Wo ẹjọ́ àjẹbánu márùn-ún tó ṣeéṣe kó fí Nàìjíríà sí ipò kejì.,Look at five criminal cases that could put Nigeria in second place.
Wo àkójọpọ̀ ohun tó wáyé lágbo àwọn òṣèré tíátà lọ́sẹ̀ yìí.,See a collection of what happened at the theater this week.
Wò ó bí oríkì àwọn ìlú Yorùbá ṣe yọ̀ lẹ́nu ọmọ Ìgbò.,See how the poetry of the Yoruba cities amused the children of Igbo.
A bẹ Ọbásanjọ́ lásìkò ìbò ààrẹ kó ti Ládi lẹ́yìn.,We asked Obasanjo during the presidential election to support Ladi.
Wo àwọn èèkàn ìlú tó ń gbóṣùbá fún Òòṣà.,Look at the city pegs that shine for Óòṣa.
Èèyàn mẹ́tàdínlógún kú nínú ìjàmbá ọkọ̀ ọ bọ́ọ̀sì.,Seventeen people died in the bus accident.
Báyìí ni o ṣe lè di ọmọ onílùú pẹ̀lú òfin tuntun orílẹ́èdè.,This is how you can become a citizen with the new national law.
Òfin kóńlé ó gbélé gbòde ní'bàràpá.,The rule of law is widespread in Barapa.
Èmi àti òkú ìyá à mí ni a jọ ń gbé fún ọdún mẹ́wàá.,My dead mother and I lived together for ten years.
Ṣé lóòtọ́ ní àwọn jàǹdùkú jó ìlé ògún àti ọ̀kọ́ mẹ́wàá ní Ìbàdàn?,Did the mobs really burn 20 houses and 10 cars in Ibadan?
Mo wòye pé àwọn ọkùnrin Nàìjíríà kò fi bẹ́ẹ̀ mọ̀ nípa ìtọ́jú ọmọ.,I see that Nigerian men do not know much about child care.
Báyọ̀ rí ẹ̀wọ̀n he nítorí pé ó jí fóònù méjì gbé ní Abẹ́òkúta.,Bayao was jailed because he stole two phones in Abeokuta.
Sísan owó ìrànwọ́ fáwọn obìnrin l'Ógùn.,Paying aid to women in Ogun.
Ṣé lóòtọ́ọ́ láwọn Fúlàní tún ṣá aráàlú méjì ládàá nínú ilé e wọn?,Did the Fulanis really beat two civilians in their homes?
Àjọ aṣọ́nà kìlọ̀ f'áwọn awakọ̀ tó máa ń tẹ fóònù lórí ìrin ní Èkó.,The traffic police has warned drivers who use their phones on the train in Lagos.
Ẹlòmíìran ń fi irú ọyàn-an wa tọrọ.,Someone else is begging with our kind of heart.
Ìjọba ìpínlẹ̀ Èkó ti f'òfin de ìpẹ̀jọ́ tó bá ju àádọ́ta lọ.,The Lagos state government has banned gatherings of more than 50 people.
Ọmọ kan káwọ́ sẹ́yìn rojọ́ lórí ẹ̀sùn láti gbẹ̀mí ìyá a rẹ̀.,A child who went back complained about the accusation of killing his mother.
Mó wá sí ìpínlẹ̀ Ogun láti lé àwọn ajínigbé dànù lórí ilẹ̀ ẹ Yorùbá.,I came to Ogun state to drive away the kidnappers on Yoruba land.
Mínísítà ètò ìròyìn nígbà kan rí jáde láyé lénìí.,The minister of information once appeared in the world today.
Ìjọba Nàìjíríà ti sún ọjọ́ ìforúkọsílẹ̀ ẹ káàdi ìbánisọ̀rọ̀ síwájú.,The Nigerian government has postponed the date of registration of the mobile phone card.
Ilẹ̀ Amẹ́ríkà nílò olùkọ́ èdè e Yorùbá.,America needs Yoruba language teachers.
Ìkónilẹ́rú ilẹ̀ ẹ Yorùbá ló parí Ogun Kírìjì.,The destruction of Yoruba land ended the Kiriji War.
Tọ́lá ní òún fẹ́ kí wọ́n fi àwọn ọlọ́pàá jófin.,He wants the police to be prosecuted.
Wo ohun tó yẹ kí a mọ̀ nípa Akírun ti Ìlú Ìkìrun tó wàjà.,See what we should know about Akirun of Ikurun City that came out.
Ẹ wo ìgbà mẹ́rin tí Ààrẹ ti tàpá sí ìlànà òfin orílẹ̀ èdè e Nàíjíríà.,Look at the four times the President has violated the constitution of Nigeria.
Bí àlááfíà yóò ṣe wà láàrin àwọn Yorùbá ni Oòni bá Ààrẹ sọ.,Ooni told the President how there will be peace among the Yoruba people.
Ilé ẹjọ́ tú ìgbéyàwó ọdún méje ká lórí ẹ̀sùn-un ìfiraẹnisílẹ̀,The court dissolved the seven-year marriage on the charge of adultery
Ìgbòho gba mílíọ̀nù méjì lọ́wọ́ ìjọba.,Igbho received two million from the government.
Àwọn akẹ́kọ̀ọ́ ní ìyanṣẹ́lódì àwọn òṣìṣẹ́ ẹ fásítì ń ṣe àkọ́bá fáwọn.,The students are assigned by the university staff.
Ta ló pa ẹbí olùrànlọ́wọ́ ọ Gómìnà Rótìmí sórí oko l'Óǹdó?,Who killed the family of Governor Rotimi's assistant on the farm in Ondo?
Àtíkù àti Fálúsì sọ̀rọ̀ sókè nípa bí ìjọba Fálànà ṣé ti àkáúǹtì pa.,Atiku and Falusi spoke loudly about how Falana's government closed the account.
Àwọn jàndùkú ṣá ẹ̀ṣọ́ Àmọ̀tẹ́kùn ní àdá ní Ìkòròdú.,The Jandukkus killed the guard of Mongletekkun in Ikorodu.
Àjọ aṣọ́nà ní ọ̀pọ̀ èèyàn ló dèrò ọ̀run nínú u ìjàmbá ọkọ̀ l'Ọ́yọ̀ọ́.,Many people are concerned about the car accident in Oyo.
Adébímpé gba omijé lójú Adédiméjì.,Adébimpé got tears in Adémidéj's eyes.
Kí ni wọ́n sọ nípa ètò ààbò lórí ìkànnì tí Gómìnà fí bínú?,What did they say about the security system on the channel that made the Governor angry?
Àwọn orílè èdè bí i Gánà àti Nàìjá náà ti fi òfin de owó.,Countries like Ghana and Nigeria have banned money.
Agbẹjọ́rò Ààfáà Babátúndé láwọn ṣetán láti yí ìdájọ́ padà.,Lawyer Aafaa Babatunde is ready to change the sentence.
"Ó tó gẹ́ẹ́, ẹ bá wa bẹ àwọn mọ̀lẹ́bí àti aláìsàn ní Ọ̀wọ̀.","That's enough, join us in praying for the family members and the sick."
Akọ́mọlédè àti Àṣà a Yorùbá gbé oríkì yẹ̀wò.,Yoruba Language and Culture examines poetry.
Àwọn olólùfẹ́ gan-an ló máa sọ̀rọ̀ tí nńkan aburu bá ṣẹlẹ̀.,Lovers are the ones who speak up when something bad happens.
Ọmọ Gánà Dókítà Táyọ̀ rí irun Tọ́lá olórí i gúlúù.,Gana's son Dr. Tayo saw Tola's hair on his head.
"Ikọ̀ ọ Gómìnà Ọ̀wọ̀, Ṣayọ̀ kàgbákò ìjàmbá ọkọ̀ lójú u pópó.","Honorable Governor, Sayo has had a car accident in front of him on the road."
"Olúbàdàn tó gbóyà, aláwàdà, tó tún kún fún ọgbọ́n.","A bold, funny, and wise man."
Àmọ̀tẹ́kùn mú àwọn afurasí tó já wọ oko olóko pẹ̀lú u màálù.,But Tekkun took the suspects who broke into the farmer's farm with him.
Kí oníkálukú máa lọ ní ìlọ tiẹ̀.,Let each person go his own way.
Ṣé lóòtọ́ làwọn darandaran tasẹ̀ àgẹrẹ wọ ọgbà a Ṣóyinká?,Did the herdsmen really enter the garden of Shoyinka?
Ìkọlù láàrin àjọ onímọ́tò ní agbègbè Obáléndé dá wàhálà sílẹ̀.,The attack between the planning organization in the Obalende area created trouble.
Ètò ìsìnkú u gómìnà alágbádá àkọ́kọ́ ti ìpínlẹ̀ Èkó.,Funeral plan for the first civilian governor of Lagos state.
Ààfáà Kàrímù ń wáàsù kí àwọn alátìlẹ́yìn rẹ̀ má gba abẹ́rẹ́ àjẹsára.,Afaa Karim is preaching that his supporters should not take vaccinations.
"Wo ìkọ Ìjọba àpapọ̀, Ọlọ̀pàá àti Gómìnà Sanwó olú.","Look at the Federal Government, the Police and the Governor Sanwó capital."
Ìjọba tí kò se ojúṣe rẹ̀ ló mú káwọn Fúlàní máa gbé ìbọn kiri.,It was the government that did not do its duty that caused the Fulani to carry guns around.
Débọ̀ ti sọ̀rọ̀sókè fún ìjọba Nàìjíríà lẹ́yìn tó ti àtìmọ́lé dé.,Debo spoke to the Nigerian government after being detained.
Wàhálà tó mú ẹ̀mí ẹnìkan lọ ní Ṣáṣá nílùú u Ìbàdàn.,Trouble that took someone's life in Shasha in the town of Ibadan.
Àwọn olólùfẹ́ ẹ Rónkẹ́ Ìdídowó ti ń fọnmú lórí èsì àyẹ̀wò.,The fans of Rónkeh Ídidodó are excited about the test results.
Ẹ wo bí àwọn gbajúmọ̀ òṣèré ṣe ṣe àyájọ́ ọ wọn,Look at how famous actors do their entertainment
Gómìnà Bùkọ́lá fún Dókítà ní àmì ẹ̀yẹ fún ìṣẹ́ takuntakun.,Governor Bukola gave Dr. an award for hard work.
Alága àwọn òǹtajà lóun pàdánù owó níbi ìjà tó ṣẹlẹ̀.,Anxicumers bereaved money on the situation.
Kò ju nǹkan bíi wákàtí mẹ̀ta tí a kúrò níbẹ̀.,It was less than three hours before we left.
Ọbalayé tó kéré jù nílẹ̀ ẹ Yorùbá wà ní Ìpínlẹ̀ Oǹdó.,The least amount of independence in Yoruba land is in Ondo State.
Kọ́ńdọ́mù u mílíọ̀nù mẹ́ta lọmọ Nàìjíríà ń lò lọ́dún.,About three million Nigerians use condoms every year.
Ìròyìn òfegè ni pé a ti rí àwọn akẹ́kọ̀ọ́ gbà padà.,The good news is that we have found the students back.
